Topic,Count,Name,Representation,Representative_Docs
262,34,262_consent order_occ_consent_order,"['consent order', 'occ', 'consent', 'order', 'confirms termination', 'termination', 'cfpb', '2015', 'terminated', 'confirms']","[""__COMPANY__ 's 2018 Compliance Consent Order by OCC Terminated"", '__COMPANY__ says US OCC terminated 2015 consent order', '__COMPANY__ Confirms Termination of 2018 OCC Compliance Consent Order']"
263,34,263_xai_musk_musk xai_elon musk,"['xai', 'musk', 'musk xai', 'elon musk', 'elon', 'debt', 'billion debt', 'xai raises', 'musk debt', 'says elon']","[""__COMPANY__ is raising over $5 billion debt for Elon Musk's xAI - report"", ""Elon Musk's xAI raises $5B each in new debt and equity: __COMPANY__"", ""Elon Musk's xAI raises yield on $5 billion debt offering""]"
264,34,264_downgrades_downgrade_downgraded shares_downgraded,"['downgrades', 'downgrade', 'downgraded shares', 'downgraded', 'downgrades shares', 'downgrade downgrades', 'gets downgrade', 'shares downgrades', 'falls downgrade', 'stock neutral']","['Alphabet, Facebook Shares Decline On __COMPANY__ Rating Downgrade Over Ad Revenue Growth Concerns: Bloomberg', ""How __COMPANY__ ' Downgrade and Trimmed Analyst Expectations Could Impact BJ's Wholesale Club (BJ) Investors"", 'Why __COMPANY__ Downgraded __COMPANY__ Shares']"
265,33,265_mitsubishi ufg_ufg_mitsubishi_ufg mitsubishi,"['mitsubishi ufg', 'ufg', 'mitsubishi', 'ufg mitsubishi', 'says mitsubishi', 'ufg comments', 'ufg notes', 'comments', 'central bank', 'central']","[""Mitsubishi UFG Comments on Sterling Ahead of Bank of England's Thursday Policy Decision"", 'Mitsubishi UFG Comments on Canada Dollar', ""Mitsubishi UFG Comments on Australian Dollar After The Central Bank's Policy Decision""]"
266,33,266_earnings growth_shareholder returns_year earnings_growth trails,"['earnings growth', 'shareholder returns', 'year earnings', 'growth trails', 'returns', 'trails', 'fall line', 'returns fall', 'week yearly', 'yearly returns']","['__COMPANY__ ( __TICKER__ ) sheds 3.8% this week, as yearly returns fall more in line with earnings growth', '__COMPANY__ ( __TICKER__ ) sheds 4.5% this week, as yearly returns fall more in line with earnings growth', '__COMPANY__ ( __TICKER__ ) sheds 9.3% this week, as yearly returns fall more in line with earnings growth']"
267,33,267_new strong_strong buy_buy stocks_strong,"['new strong', 'strong buy', 'buy stocks', 'strong', 'stocks march', 'stocks october', 'stocks january', 'stocks july', 'stocks oct', '14th new']","['New Strong Buy Stocks for July 2nd', 'New Strong Buy Stocks for January 14th', 'New Strong Buy Stocks for July 14']"
268,33,268_block trading_block_probes_probe,"['block trading', 'block', 'probes', 'probe', 'talks resolve', 'probes block', 'trading probes', 'wsj', 'leak', 'trading business']","['__COMPANY__ Confirms Federal Probes of Its Block-Trading Business', '__COMPANY__ in talks to resolve block trading probes', '__COMPANY__ in Talks to Resolve US Block Trading Probes']"
269,33,269_banking fees_q3 investment_investment banking_fees,"['banking fees', 'q3 investment', 'investment banking', 'fees', 'q3', 'q1', 'mid single', 'fees 30', '30 35', 'sees mid']","['UPDATE 1- __COMPANY__ says Q3 investment banking fees down 30%-35% for sector', '__COMPANY__ says Q3 investment banking fees down 30%-35% for sector', '__COMPANY__ sees mid-single-digit growth in Q3 investment-banking fees, CFO says']"
270,33,270_midday movers_movers_midday_premarket movers,"['midday movers', 'movers', 'midday', 'premarket movers', 'moderna', 'movers chase', 'delta air', 'moderna midday', 'movers roblox', 'amp midday']","['Midday Movers: __COMPANY__ , Delta Air Lines, Coinbase and More', 'Midday Movers: __COMPANY__ , __COMPANY__ , First Solar and More', 'Midday Movers: Twitter, __COMPANY__ , __COMPANY__ and More']"
271,32,271_rally_strong 2025_rally 2025_does,"['rally', 'strong 2025', 'rally 2025', 'does', 'leave room', 'rally leave', 'does strong', 'does recent', 'room', '2025 rally']","['Does Recent 35% Rally Leave Room for __TICKER__ Bank Shares to Grow in 2025?', 'Does the Recent __COMPANY__ Rally Still Leave Room for Further Gains in 2025?', 'Does __TICKER__ ’s Strong 2025 Rally Signal Room for More Gains After Digital Expansion News?']"
272,32,272_netflix_tesla netflix_tesla_netflix earnings,"['netflix', 'tesla netflix', 'tesla', 'netflix earnings', 'week netflix', 'reports tesla', 'watch', 'netflix tesla', 'week tesla', 'tesla earnings']","['Tesla, Netflix to report earnings this week', '__COMPANY__ , Tesla, Netflix: Earnings to watch on Wednesday', 'Earnings This Week: Tesla, Netflix, Procter &amp; Gamble']"
273,32,273_french_french tax_tax_french court,"['french', 'french tax', 'tax', 'french court', 'tax case', 'court', 'case', 'tax evasion', 'evasion', 'fine']","['__TICKER__ Penalties Slashed by Around $3 Billion in French Tax Case', ""French top court to rule mid-November on __TICKER__ ' tax evasion appeal"", '__TICKER__ to Pay Nearly $1 Billion to Settle French Tax Case']"
274,32,274_jobs_cuts investment_cuts staff_french bank,"['jobs', 'cuts investment', 'cuts staff', 'french bank', 'staff', 'cuts', 'jobs investment', 'investment bank', 'jobs cuts', 'cut 900']","['Big U.S. banks continue to add jobs as __COMPANY__ cuts staff', 'UPDATE 2-French bank __COMPANY__ to cut about 900 jobs at Paris head office', 'French bank __COMPANY__ to cut about 900 jobs at Paris head office']"
275,32,275_wealth_wealth management_management division_management,"['wealth', 'wealth management', 'management division', 'management', 'laying', 'division', 'infighting prized', 'hundreds wealth', 'infighting', 'prized wealth']","['__COMPANY__ Is Laying Off Several Hundred in Wealth-Management Division', 'UPDATE 2- __COMPANY__ laying off hundreds in wealth management unit, source says', '__COMPANY__ laying off hundreds in wealth management unit, source says']"
276,32,276_strategic moves_impacting portfolio_exits_nygren strategic,"['strategic moves', 'impacting portfolio', 'exits', 'nygren strategic', 'kahn brothers', 'strategic', 'impacting', 'portfolio', 'nygren', 'portfolio impact']","[""Bill Nygren's Strategic Moves: Constellation Brands Inc. Takes Center Stage with 1. ..."", 'Elfun Trusts Exits UnitedHealth Group Inc, Impacting Portfolio by -1.79%', ""Kahn Brothers' Strategic Moves: Significant Reduction in Assured Guaranty Ltd""]"
277,32,277_tariffs_tariffs china_china_trump tariffs,"['tariffs', 'tariffs china', 'china', 'trump tariffs', 'trump', 'xi', 'china vows', 'trade war', 'retaliates', 'china retaliates']","['Trump Tariff News: New Tariffs Begin, China Retaliates; Treasury Yields Spike While Delta, Walmart Pull Guidance', 'Trump Tariffs: China Deadline Nears. Goldman Says Consumers Will Soon Feel More Pain.', ""Trump threatens to pull out of Xi meeting, 'massive' new tariffs on China""]"
278,31,278_chase present_conference chase_hall innovation_hall,"['chase present', 'conference chase', 'hall innovation', 'hall', 'inducted', 'inducted chase', 'chase elects', 'chase hall', 'directors chase', 'chase']","['Grafana Labs Inducted into __COMPANY__ Chase Hall of Innovation', 'TigerGraph Inducted Into __COMPANY__ Chase Hall of Innovation', 'Sigma Inducted into __COMPANY__ Chase Hall of Innovation']"
279,31,279_report continue_continue earnings_continue_earnings report,"['report continue', 'continue earnings', 'continue', 'earnings report', 'report', 'corporation earnings', 'continue corporation', 'continue chase', 'earnings', 'amp earnings']","['The __COMPANY__ __TICKER__ Up 8% Since Last Earnings Report: Can It Continue?', '__COMPANY__ __TICKER__ Up 0.7% Since Last Earnings Report: Can It Continue?', '__COMPANY__ __TICKER__ Up 9.9% Since Last Earnings Report: Can It Continue?']"
280,31,280_meeting_meeting shareholders_general meeting_annual meeting,"['meeting', 'meeting shareholders', 'general meeting', 'annual meeting', 'dated', 'combined general', 'general', 'voting results', 'stockholders', 'annual']","['__COMPANY__ : Availability or consultation of the information relating to the combined General Meeting of Shareholders dated 22 May 2024', '__COMPANY__ : Availability or consultation of the information relating to the combined General Meeting of Shareholders dated 20 May 2025', '__COMPANY__ : Availability or consultation of the information relating to the combined General Meeting of Shareholders dated 23 May 2023']"
281,31,281_axa_lyxor_amundi_axa investment,"['axa', 'lyxor', 'amundi', 'axa investment', 'viva', 'viva wallet', 'investment managers', 'wallet', 'buy axa', 'cardif']","['__COMPANY__ in talks to buy AXA Investment Managers for 5.1 billion euros', '__COMPANY__ CARDIF COMPLETES THE ACQUISITION OF AXA INVESTMENT MANAGERS', '__COMPANY__ : Exclusive negotiation with Axa for the acquisition of Axa Investment Managers and a long-term partnership in asset management']"
282,31,282_reeves_rachel_rachel reeves_brexit,"['reeves', 'rachel', 'rachel reeves', 'brexit', 'bank tax', 'tax', 'deal brexit', 'reeves bank', 'habits change', 'reeves hikes']","[""Rachel Reeves' fiscal buffer doubles in leaked budget report"", 'Will your spending habits change if Rachel Reeves hikes taxes? How readers voted', 'Will your spending habits change if Rachel Reeves hikes taxes?']"
283,31,283_israel_gaza_iran_oil,"['israel', 'gaza', 'iran', 'oil', 'israel latest', 'israel iran', 'israeli', 'israel hamas', 'war', 'hamas']","['Oil Steadies After Surge as Israel Confirms Gaza Invasion Plan', 'Oil Extends Gain as Israel-Iran Conflict Stokes Supply Concerns', 'FTSE 100 LIVE: Stocks mixed as Israel and Hamas agree to first phase of Gaza peace deal']"
284,31,284_dbs_singapore_taiwan consumer_taiwan,"['dbs', 'singapore', 'taiwan consumer', 'taiwan', 'singapore dbs', 'business sources', 'consumer banking', 'asia consumer', 'singapore uob', 'business dbs']","['Singapore’s DBS to Buy __COMPANY__ Taiwan Consumer Bank Assets', '__COMPANY__ __TICKER__ Sells Taiwan Consumer Banking Business to DBS', '__COMPANY__ Sells Taiwan Consumer-Banking Business to Singapore’s DBS']"
285,31,285_caps_cap stocks_mega cap_small caps,"['caps', 'cap stocks', 'mega cap', 'small caps', 'mega', 'cap', 'small', 'undervalued small', 'cap stock', 'caps global']","['‘Small-Caps Set for Upside’: __COMPANY__ Suggests 2 Small-Cap Stocks for 2026', '3 Undervalued Small Caps In Global With Recent Insider Buying', '3 Mega-Cap Stocks That Concern Us']"
286,31,286_etns_ipath_etns announces_ipath etns,"['etns', 'ipath', 'etns announces', 'ipath etns', 'vix', 'ipath series', 'vix short', 'redemption ipath', '500 vix', 'futurestm']","['__COMPANY__ Announces a Reverse Split of the iPath® Series B S&amp;P 500® VIX Short-Term FuturesTM ETNs and the iPath® Series B S&amp;P 500® VIX Mid-Term FuturesTM ETNs', '__COMPANY__ Announces the Redemption of Six iPath® ETNs', '__COMPANY__ Announces the Redemption of 4 iPath® ETNs']"
287,31,287_intel_foundry_intel new_intc,"['intel', 'foundry', 'intel new', 'intc', 'kicks era', 'era industrial', 'questions intel', 'industrial policy', 'worry trump', 'trump intel']","[""Analysis-Investors worry Trump's Intel deal kicks off era of US industrial policy"", 'Analysis-Investors worry Trump’s Intel deal kicks off era of US industrial policy', 'Elliptic Labs and Intel Corporation Collaborate to Elevate Premium Laptop Experiences on Intel® Core® Ultra and Intel EvoTM Edition Platforms']"
288,31,288_extradition_huawei_meng_wanzhou,"['extradition', 'huawei', 'meng', 'wanzhou', 'meng wanzhou', 'huawei cfo', 'extradition case', 'evidence', 'huawei meng', 'cfo']","['UPDATE 1-Canada court rejects Huawei CFO push for publication ban on new evidence in U.S. extradition case', 'Canada court rejects Huawei CFO push for publication ban on new evidence in U.S. extradition case', ""Huawei's Meng Wanzhou opens new front in marathon extradition battle, seeking to admit new __TICKER__ evidence""]"
289,31,289_tokenized deposits_tokenized_deposits_digital,"['tokenized deposits', 'tokenized', 'deposits', 'digital', '5t', 'financial centers', 'mellon tests', 'daily payments', 'tests tokenized', '5t daily']","['__COMPANY__ ’s Tokenized Deposits Pilot Enters Regulatory Spotlight', '$55.8T Giant __COMPANY__ Mellon Tests Tokenized Deposits to Power $2.5T in Daily Payments', '__COMPANY__ Mellon Tests Tokenized Deposits to Facilitate $2.5T Daily Payments']"
290,31,290_inflows_detected_etf inflows_noteworthy etf,"['inflows', 'detected', 'etf inflows', 'noteworthy etf', 'etf inflow', 'inflow', 'etf', 'inflow alert', 'noteworthy', 'large inflows']","['DFIV, SHEL, __TICKER__ , B: Large Inflows Detected at ETF', 'IWR, COIN, HOOD, __TICKER__ : Large Inflows Detected at ETF', 'SPMO, __TICKER__ , GE, PM: Large Inflows Detected at ETF']"
291,30,291_invested_today invested_invested 000_ago,"['invested', 'today invested', 'invested 000', 'ago', 'years ago', '1000', 'invested 1000', '10 years', 'ago worth', 'ago today']","['If You Had Invested $1,000 In __COMPANY__ 10 Years Ago, This Is How Much You Would Have Today', ""If You'd Invested $1,000 in __TICKER__ 5 Years Ago, Here's How Much You'd Have Today"", ""If You'd Invested $1,000 in __COMPANY__ 5 Years Ago, Here's How Much You'd Have Today""]"
292,30,292_stock picks_15 stock_picks 2023_picks,"['stock picks', '15 stock', 'picks 2023', 'picks', 'picks 2024', 'portfolio holdings', '2023 15', 'picks 2026', 'picks 2022', '15']","['__COMPANY__ ’ Top 15 Stock Picks for 2023', '__COMPANY__ ’s Top 15 Stock Picks For 2023', '__COMPANY__ ’s 15 Stock Picks for 2023']"
293,30,293_wong_vincent wong_offices vincent_vincent,"['wong', 'vincent wong', 'offices vincent', 'vincent', 'wong reminds', 'important class', 'law offices', 'deadlines shareholder', 'action deadlines', 'deadlines']","['SHAREHOLDER ALERT: __TICKER__ MAR PRGO: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines', 'SHAREHOLDER ALERT – PRTA MFGP __TICKER__ : The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines', 'SHAREHOLDER ALERT: __TICKER__ XRAY AGN: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines']"
294,30,294_capital partners_partners completes_partners_completes investment,"['capital partners', 'partners completes', 'partners', 'completes investment', 'completes', 'infrastructure partners', 'partners capital', 'partners acquires', 'capital', 'infrastructure']","['__COMPANY__ Capital Partners Completes the Sale of Alliance Technical Group', '__COMPANY__ Capital Partners Completes Investment in SpendMend', '__COMPANY__ Capital Partners Completes Investment in Alliance Technical Group']"
295,30,295_honored entrepreneurship_entrepreneurship_honored_technologies honored,"['honored entrepreneurship', 'entrepreneurship', 'honored', 'technologies honored', 'autobooks', 'audien', 'autobooks honored', 'asapp', 'asapp honored', '2021 builders']","['Flywire Honored by __COMPANY__ for Entrepreneurship', 'Splash Honored by __COMPANY__ for Entrepreneurship', 'Aware Honored by __COMPANY__ for Entrepreneurship']"
296,30,296_natwest_uk retail_wind uk_retail bank,"['natwest', 'uk retail', 'wind uk', 'retail bank', 'strategic refresh', 'notifies customers', 'customers temporary', 'temporary industry', 'wide deposit', 'plans wind']","['__COMPANY__ to wind down UK retail bank', 'UPDATE 3- __COMPANY__ plans to wind down UK retail bank as part of strategic refresh', '__COMPANY__ plans to wind down UK retail bank as part of strategic refresh']"
297,30,297_share buyback_buyback program_buyback_share,"['share buyback', 'buyback program', 'buyback', 'share', 'cancellation purpose', 'euros share', 'million euros', 'programme', 'cancellation', 'program cancellation']","['Annoucement of the completion of __COMPANY__ ’s 914.1 million euros share buyback program for cancellation purpose', 'Completion of __COMPANY__ ’s 279.8 million euros share buyback program for cancellation purpose', 'Annoucement of the completion of __COMPANY__ ’s 440.5 million euros share buyback program for cancellation purpose']"
298,29,298_best credit_card deals_deals week_credit card,"['best credit', 'card deals', 'deals week', 'credit card', 'card', 'deals', 'credit cards', 'january best', 'best', 'cards']","['Best credit card deals of the week, 9 April', 'Best credit card deals of the week, 2 April', 'Best credit card deals of the week']"
299,29,299_buyback_billion buyback_buybacks_share buyback,"['buyback', 'billion buyback', 'buybacks', 'share buyback', 'share', 'buyback profit', 'share buybacks', 'buyback boosts', 'profit beats', 'buyback boost']","['__COMPANY__ sets $1.3 billion buyback after H1 profit beats handily', '__COMPANY__ Unveils New $1.3 Billion Buyback as Profit Beats', '__COMPANY__ Announces $1 Billion Buyback as Profit Beats']"
300,29,300_svb_svb collapse_sec_probing role,"['svb', 'svb collapse', 'sec', 'probing role', 'fed sec', 'goldman pays', 'sec probing', 'goldman pay', 'final days', 'probing']","['Fed, SEC Probing __COMPANY__ ’s Role in SVB’s Final Days', ""UPDATE 1-Fed, SEC probing __COMPANY__ 's role in Silicon Valley Bank’s final days - WSJ"", ""Fed, SEC probing __COMPANY__ 's role in Silicon Valley Bank’s final days - WSJ""]"
301,29,301_rates_rising rates_banks_rate soars,"['rates', 'rising rates', 'banks', 'rate soars', 'highest financial', 'soars highest', 'big banks', 'raise base', 'banks prime', 'higher rates']","[""Major U.S. banks raise base lending rate after Fed's interest rate move"", ""UPDATE 2-Big U.S. banks' prime rate soars to highest since financial crisis"", ""Big U.S. banks' prime rate soars to highest since financial crisis""]"
302,29,302_eaton vance_vance_eaton_special shareholder,"['eaton vance', 'vance', 'eaton', 'special shareholder', 'shareholder meeting', 'special', 'joint special', 'meeting eaton', 'vance closed', 'vance floating']","['Results of Joint Special Shareholder Meeting of Certain Eaton Vance Closed-End Funds', 'Results of Joint Special Shareholder Meeting of Eaton Vance Floating-Rate Income Trust, Eaton Vance New York Municipal Income Trust and Eaton Vance Senior Floating-Rate Trust', 'Results of Special Shareholder Meeting of Eaton Vance Floating-Rate Income Plus Fund (EFF) and Joint Special Shareholder Meeting of Eaton Vance Floating-Rate Income Trust (EFT), Eaton Vance New York Municipal Income Trust (EVY) and Eaton Vance Senior Floating-Rate Trust (EFR)']"
303,29,303_increasing dividend_increasing_announced increasing_announced,"['increasing dividend', 'increasing', 'announced increasing', 'announced', 'dividend', 'dividend increased', 'group increasing', 'increased', 'dividend 925', 'dividend 75']","['__COMPANY__ ( __TICKER__ ) Has Announced That It Will Be Increasing Its Dividend To $0.84', '__COMPANY__ ( __TICKER__ ) Has Announced That It Will Be Increasing Its Dividend To $0.63', '__COMPANY__ ( __TICKER__ ) Has Announced That It Will Be Increasing Its Dividend To $0.24']"
304,29,304_lon_stan_lon stan_plc lon,"['lon', 'stan', 'lon stan', 'plc lon', 'barc', 'lon barc', 'plc', 'invested lon', 'ago', 'institutional']","['__COMPANY__ PLC (LON:STAN) is favoured by institutional owners who hold 68% of the company', 'With 67% ownership, __COMPANY__ PLC (LON:STAN) boasts of strong institutional backing', 'With 66% ownership, __COMPANY__ PLC (LON:STAN) boasts of strong institutional backing']"
305,29,305_blackrock_80b_80 billion_hands blackrock,"['blackrock', '80b', '80 billion', 'hands blackrock', 'assets blackrock', '80b assets', 'assets', 'trillion assets', '80', 'hands']","['__COMPANY__ Shuts Down $80B Asset Arm -- Hands It All to BlackRock', '__COMPANY__ shifts $80B of assets for BlackRock to manage in wealth pact', '__COMPANY__ Hands BlackRock $80B Assets in Wealth Deal']"
306,29,306_gaap eps_gaap_eps_non gaap,"['gaap eps', 'gaap', 'eps', 'non gaap', 'beats', 'revenue', 'non', 'eps 78', 'misses', 'fy25']","['__TICKER__ Holdings Non-GAAP EPS of $0.78, revenue of $34.1B; reaffirms FY outlook', '__COMPANY__ Chase Non-GAAP EPS of $4.96 beats by $0.48, revenue of $45.7B beats by $1.66B', '__COMPANY__ Non-GAAP EPS of $2.78 beats by $0.13, revenue of $3.55B beats by $80M']"
307,29,307_cagr_cagr years_shareholders earned_earned,"['cagr', 'cagr years', 'shareholders earned', 'earned', 'outpaced earnings', 'cagr delivered', 'earnings growth', 'year period', 'cagr outpaced', 'delivered shareholders']","[""__COMPANY__ 's ( __TICKER__ ) 32% CAGR outpaced the company's earnings growth over the same five-year period"", ""__COMPANY__ 's ( __TICKER__ ) 29% CAGR outpaced the company's earnings growth over the same five-year period"", ""__COMPANY__ 's ( __TICKER__ ) 6.6% CAGR outpaced the company's earnings growth over the same five-year period""]"
308,29,308_loans_leveraged loans_leveraged_lending,"['loans', 'leveraged loans', 'leveraged', 'lending', 'higher capital', 'capital bar', 'dodges buyout', 'lending buyout', 'loan bullet', 'bar leveraged']","['__COMPANY__ ‘open for business’ in leveraged loans as rivals get stuck with losses', '__COMPANY__ Risks Higher Capital Bar for Leveraged Loans', '__COMPANY__ may face higher capital bar for leveraged loans']"
309,29,309_workplace_state workplace_study_equity compensation,"['workplace', 'state workplace', 'study', 'equity compensation', 'benefits', 'workplace financial', 'benefits study', 'financial benefits', 'work', 'financial wellness']","['__COMPANY__ at Work Unveils Second Annual State of the Workplace Financial Benefits Study', '__COMPANY__ at Work Unveils Equity Compensation Findings From Inaugural State of the Workplace Financial Benefits Study', '__COMPANY__ at Work Unveils Equity Compensation Findings from Second Annual State of the Workplace Financial Benefits Study']"
310,28,310_jim cramer_cramer_jim_stocks jim,"['jim cramer', 'cramer', 'jim', 'stocks jim', 'cramer stocks', '10 stocks', 'cramer 10', 'best jim', 'according jim', '10 jim']","['11 Best Jim Cramer Stocks to Buy Now', '10 Best Jim Cramer Stocks To Buy Today', '10 Best Jim Cramer Stocks to Buy Now']"
311,28,311_strategy daily_upgrade report_daily upgrade_validea,"['strategy daily', 'upgrade report', 'daily upgrade', 'validea', '2025 validea', 'benzinga', 'upgrades downgrades', 'daily', 'upgrade', 'benzinga upgrades']","['Validea John Neff Strategy Daily Upgrade Report - 7/3/2025', 'Validea Peter Lynch Strategy Daily Upgrade Report - 12/5/2025', 'Validea Peter Lynch Strategy Daily Upgrade Report - 6/7/2025']"
312,28,312_malaysia_1mdb_1mdb settlement_settlement,"['malaysia', '1mdb', '1mdb settlement', 'settlement', 'anwar', 'malaysia says', 'malaysia 1mdb', '1mdb scandal', 'premature', 'pm anwar']","['UPDATE 1- __COMPANY__ arbitration over 1MDB settlement ""premature"", Malaysia says', '__COMPANY__ arbitration over 1MDB settlement ""premature"", Malaysia says', '__COMPANY__ sues Malaysia over 1MDB settlement']"
313,28,313_upgraded strong_upgraded_strong buy_upgraded buy,"['upgraded strong', 'upgraded', 'strong buy', 'upgraded buy', 'buy know', 'buy does', 'mean stock', 'does mean', 'stock upgraded', 'strong']","['__COMPANY__ __TICKER__ Upgraded to Strong Buy: What Does It Mean for the Stock?', 'The __COMPANY__ __TICKER__ Upgraded to Strong Buy: What Does It Mean for the Stock?', '__TICKER__ __TICKER__ Upgraded to Strong Buy: What Does It Mean for the Stock?']"
314,28,314_boj_boj rate_timing_tiptoe rate,"['boj', 'boj rate', 'timing', 'tiptoe rate', 'boj gears', 'boj said', 'free hand', 'hand timing', 'gears hike', 'boj tiptoe']","['Trade deal clears way for BOJ to tiptoe back to rate hikes', 'Analysis-BOJ gears up to hike rates again but leaves free hand on timing', 'BOJ gears up to hike rates again but leaves free hand on timing']"
315,28,315_team joins_advisor team_million advisor_advisor,"['team joins', 'advisor team', 'million advisor', 'advisor', 'team', 'joins', 'billion advisor', 'york city', 'hartford', 'joins new']","['$700 Million Advisor Team Joins __TICKER__ in Hartford, Connecticut', '$215 million advisor team joins __TICKER__ in New York City', 'Six-Person Advisor Team Joins __TICKER__ in New York City']"
316,28,316_moynihan_ceo moynihan_brian moynihan_moynihan pay,"['moynihan', 'ceo moynihan', 'brian moynihan', 'moynihan pay', 'ceo brian', 'brian', 'moynihan sees', 'moynihan says', 'pay falls', 'means stress']","['__COMPANY__ Cut CEO Brian Moynihan’s Pay 6% in 2022', ""UPDATE 1- __COMPANY__ CEO Moynihan's pay falls to $29 million in 2023"", ""__COMPANY__ CEO Moynihan's pay falls to $29 million in 2023""]"
317,27,317_week high_52 week_stock hits_52,"['week high', '52 week', 'stock hits', '52', 'hits 52', 'hits', 'usd stock', 'high', 'usd', 'high right']","['__COMPANY__ Stock Hits 52-Week High: Is It Worth Buying Now?', '__COMPANY__ Mellon Stock Hits 52-Week High: Is This the Right Time to Invest?', '__COMPANY__ Stock Hits 52-Week High: Is This the Right Time to Buy?']"
318,27,318_openai_chatgpt_microsoft_startup gupshup,"['openai', 'chatgpt', 'microsoft', 'startup gupshup', 'chatter microsoft', 'banks 14', 'chatbot startup', 'openai hire', 'chatgpt users', 'gupshup']","['OpenAI forecasts 220 million paying ChatGPT users by 2030 - report', 'Update: Market Chatter: Microsoft, OpenAI Hire Investment Banks Over $14 Billion Investment Conversion', 'Market Chatter: Microsoft, OpenAI Hire Investment Banks Over $14 Billion Investment Conversion']"
319,27,319_registration_registration document_universal registration_document,"['registration', 'registration document', 'universal registration', 'document', 'universal', 'availability', 'document availability', 'financial report', 'document annual', 'amendment']","['__COMPANY__ : Availability of the first amendment to 2025 Universal Registration Document', '__COMPANY__ : Availability of the first amendment to the 2023 Universal Registration Document', '__COMPANY__ : Availability of the third amendment to the 2023 Universal Registration Document']"
320,27,320_fee income_fee_nii_income aid,"['fee income', 'fee', 'nii', 'income aid', 'hurt', 'nii amp', 'amp fee', 'nii fee', 'earnings nii', 'nir']","['Lower NII to Hurt __COMPANY__ Mellon __TICKER__ Q1 Earnings, Fee Income to Aid', 'Higher Fee Income to Aid __COMPANY__ Mellon __TICKER__ Q2 Earnings, NII to Hurt', ""NII &amp; Fee Income to Aid Fifth Third's Q3 Earnings, High Costs to Hurt""]"
321,27,321_northern trust_northern_trust_merger,"['northern trust', 'northern', 'trust', 'merger', 'potential merger', 'trust discuss', 'merger northern', 'discuss potential', 'discuss', 'eyes northern']","['__COMPANY__ approached Northern Trust to discuss potential merger, WSJ reports', '__COMPANY__ Mellon Approaches Northern Trust to Discuss Potential Merger', '__COMPANY__ Approached Northern Trust to Discuss Potential Merger']"
322,27,322_rowe_rowe price_price equity_equity income,"['rowe', 'rowe price', 'price equity', 'equity income', 'income fund', 'price', 'price group', 'alternative investments', 'results declared', 'declared total']","['The T Rowe Price Equity Income Fund Cuts DuPont, __COMPANY__', ""T Rowe Price Equity Income Fund's Top 4 1st-Quarter Trades"", ""The T Rowe Price Equity Income Fund's Top Buys""]"
323,27,323_mellon_mellon q1_earnings beat_rise mellon,"['mellon', 'mellon q1', 'earnings beat', 'rise mellon', 'aum', 'beat revenues', 'beat', 'mellon stock', 'amp aum', 'likely mellon']","['__COMPANY__ Mellon Gains on Q3 Earnings Beat, Revenues &amp; AUM Rise Y/Y', '__COMPANY__ Mellon Stock Gains on Q4 Earnings Beat, Revenues &amp; AUM Rise Y/Y', '__COMPANY__ Mellon __TICKER__ Q3 Earnings Beat, Revenues &amp; AUM Increase Y/Y']"
324,26,324_brainer_brainer stocks_right brainer_yield stocks,"['brainer', 'brainer stocks', 'right brainer', 'yield stocks', 'high yield', 'yield', 'right', 'brainer high', 'buy 000', 'right high']","['3 No-Brainer Stocks to Buy With $500 Right Now', '3 No-Brainer Stocks to Buy Right Now for Less than $100', '3 No-Brainer Stocks to Buy Right Now for Less Than $100']"
325,26,325_key drivers_drivers growth_drivers_new research,"['key drivers', 'drivers growth', 'drivers', 'new research', 'influences', 'market influences', 'analysis shows', 'influences renewed', 'recent analysis', 'outlook key']","['Recent Analysis Shows Ecolab, __COMPANY__ , Bristow Group, SCANA, Microsemi, and Wolverine World Wide Market Influences — Renewed Outlook, Key Drivers of Growth', 'Recent Analysis Shows __COMPANY__ , MarketAxess, Snap, Drive Shack, Kennametal, and Beazer Homes Market Influences — Renewed Outlook, Key Drivers of Growth', 'Recent Analysis Shows Virtusa, CenturyLink, J. __TICKER__ . Penney, L Brands, __COMPANY__ , and Sysco Market Influences — Renewed Outlook, Key Drivers of Growth']"
326,26,326_schwab_charles schwab_comments expected_expected impact,"['schwab', 'charles schwab', 'comments expected', 'expected impact', 'schwab stake', 'charles', 'impact charles', 'group comments', 'bank group', 'schwab corporation']","[""__TICKER__ Bank Group Comments on Expected Impact of the Charles Schwab Corporation's Second Quarter Earnings"", ""__TICKER__ Bank Group Comments on Expected Impact of the Charles Schwab Corporation's Third Quarter Earnings"", ""__TICKER__ Bank Group Comments on Expected Impact of the Charles Schwab Corporation's First Quarter Earnings""]"
327,26,327_options traders_options_stock options_traders know,"['options traders', 'options', 'stock options', 'traders know', 'stock don', 'traders', 'predicting spike', 'market predicting', 'traders betting', 'options market']","['Are Options Traders Betting on a Big Move in __COMPANY__ __TICKER__ Stock?', ""Do Options Traders Know Something About __COMPANY__ &amp; Company __TICKER__ Stock We Don't?"", ""Do Options Traders Know Something About __COMPANY__ __TICKER__ Stock We Don't?""]"
