Topic,Count,Name,Representation,Representative_Docs
226,43,226_rewards_bonvoy_marriott bonvoy_mastercard,"['rewards', 'bonvoy', 'marriott bonvoy', 'mastercard', 'card', 'marriott', 'southwest', 'cards', 'launch', 'chase']","['Chase and Marriott Bonvoy® Introduce the Newly Enhanced Marriott Bonvoy Bold® Credit Card', 'Chase and Marriott Bonvoy® Announce Enhanced Benefits to Marriott Bonvoy Boundless® Credit Card', 'Chase and Southwest Airlines® Introduce New Benefits on Southwest Rapid Rewards® Credit Cards']"
227,43,227_500 climbs_amp 500_500_climbs,"['500 climbs', 'amp 500', '500', 'climbs', 'climbs tech', 'bulls', 'amp', 'tech', 'yields amp', '500 ekes']","['S&amp;P 500 Climbs as Tech Flexes Muscles, but Inflation Jitters Stifle Upside', 'S&amp;P 500 Climbs as Consumer Stocks Shine', 'S&amp;P 500 Climbs as Energy, Tech Power Bulls']"
228,43,228_mexico_peso_chile_leftist,"['mexico', 'peso', 'chile', 'leftist', 'colombia', 'peru', 'rate', 'rate hike', 'inflation', 'argentina']","['Mexico Delivers Record Rate Hike, Says More Increases Coming', 'Mexico central bank board signals smaller rate cuts amid sticky inflation, weak economy', 'Mexico’s Peso Sinks as Sheinbaum Embraces Judicial Reform']"
229,43,229_beats expectations_expectations_earnings beats_earnings eps,"['beats expectations', 'expectations', 'earnings beats', 'earnings eps', 'expectations year', 'eps', '2024 earnings', 'beats', 'eps beats', 'quarter 2025']","['__COMPANY__ Second Quarter 2025 Earnings: EPS Beats Expectations', '__COMPANY__ Third Quarter 2024 Earnings: EPS Beats Expectations', '__COMPANY__ Second Quarter 2024 Earnings: EPS Beats Expectations']"
230,43,230_market chatter_chatter_update market_chatter swiss,"['market chatter', 'chatter', 'update market', 'chatter swiss', 'market', 'chatter holdings', 'regulations', 'chatter group', 'chatter german', 'chatter limits']","['Market Chatter: Swiss Regulator Scrutinizing __TICKER__ Vetting of Credit Suisse Customers, Reuters Reports', ""Update: Market Chatter: __TICKER__ 's German Wealth Management Unit Draws Interest From __COMPANY__ , __TICKER__"", 'Update: Market Chatter: Swiss Regulator Scrutinizing __TICKER__ Vetting of Credit Suisse Customers']"
231,42,231_satisfaction_finance magazine_earns_global finance,"['satisfaction', 'finance magazine', 'earns', 'global finance', 'ranks', 'world best', 'magazine', 'digital bank', 'banking services', 'named world']","['__COMPANY__ Corporate, Global Commercial and Business Banking Services Earns J.D. Power Certification for 14th Consecutive Year', ""__COMPANY__ Named World's Best Digital Bank and Best Corporate/Institutional Digital Bank for 2023 by Global Finance Magazine"", ""__COMPANY__ Named World's Best Digital Bank and Best Corporate/Institutional Digital Bank by Global Finance Magazine""]"
232,42,232_reports earnings_earnings friday_street expects_bank earnings,"['reports earnings', 'earnings friday', 'street expects', 'bank earnings', 'street watching', 'friday', 'watching', 'reports', 'earnings wednesday', 'expects']","['__COMPANY__ Reports Earnings Wednesday. Here’s What Wall Street Expects.', '__COMPANY__ Reports Earnings Friday. Here’s What to Expect.', '__COMPANY__ Reports Earnings Friday. Here’s What Wall Street Is Watching.']"
233,42,233_branches_close_branch_area branches,"['branches', 'close', 'branch', 'area branches', 'philadelphia area', 'branches close', 'area', 'permanently', 'philadelphia', 'shutter']","['__COMPANY__ temporarily shutters 30% of its Philadelphia-area branches', '__COMPANY__ to close three more Philadelphia-area branches, including one in Montgomery County', '__COMPANY__ closes two more Philadelphia-area branches']"
234,42,234_gps_gps report_report_social governance,"['gps', 'gps report', 'report', 'social governance', 'releases', 'environmental social', 'governance esg', 'governance', 'environmental', 'new gps']","['__COMPANY__ Releases 2020 Environmental, Social and Governance (ESG) Report', '__COMPANY__ publishes 2021 Environmental, Social and Governance (ESG) Performance Report, Task Force on Climate-related Financial Disclosures (TCFD) Report, and Diversity &amp; Inclusion (D&amp;I)Report', '__COMPANY__ releases 2020 Environmental, Social and Governance (ESG) Performance Report, Task Force on Climate-related Financial Disclosures (TCFD) Report, and Green Bond Report']"
235,42,235_dbs_japan buy_taiwan consumer_sabadell,"['dbs', 'japan buy', 'taiwan consumer', 'sabadell', 'tsb', 'taiwan', 'buy asia', 'asia units', 'singapore dbs', 'units home']","[""Japan's __COMPANY__ to buy two Asia units of Home Credit for $620 million -source"", ""UPDATE 2-Japan's __COMPANY__ to buy two Asia units of Home Credit for $620 mln -source"", ""UPDATE 4-Japan's __COMPANY__ to buy two Asia units of Home Credit for $620 mln""]"
236,42,236_custodial receipts_custodial_receipts_series,"['custodial receipts', 'custodial', 'receipts', 'series', 'receipts series', 'receipts custodial', 'moody assigns', 'moody', 'assigns', 'gr']","[""Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2017-XF2492 -- Moody's assigns enhanced Aa3 to Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2017-XF2492A &amp; Series 2017-XF2492B"", ""Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2022-XF1149 -- Moody's assigns enhanced Aa3 to Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2022- XF1149"", ""Custodial Receipts ( __COMPANY__ ) -- Moody's assigns enhanced Aa3 to Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2022- XF1149""]"
237,41,237_funds think_think_hedge funds_hedge,"['funds think', 'think', 'hedge funds', 'hedge', 'funds stand', 'funds', 'stand', 'rtx hedge', 'corp rtx', 'technologies corp']","['Here is What Hedge Funds Think About Visa Inc (V)', 'Here is What Hedge Funds Think About __COMPANY__ &amp; Company __TICKER__', 'Here is What Hedge Funds Think About __COMPANY__ Chase &amp; Co. __TICKER__']"
238,41,238_abortion_travel_abortions_cover,"['abortion', 'travel', 'abortions', 'cover', 'travel costs', 'supreme court', 'supreme', 'roe wade', 'ruling', 'roe']","['__COMPANY__ will cover employee travel costs for abortions', 'UPDATE 2- __COMPANY__ to cover U.S. staff travel costs for out-of-state abortions -memo', '__COMPANY__ to cover U.S. staff travel costs for out-of-state abortions -memo']"
239,41,239_stocks q3_amp brokerage_brokerage stocks_banking amp,"['stocks q3', 'amp brokerage', 'brokerage stocks', 'banking amp', 'diversified banks', 'vs rest', 'brokerage', 'stocks q2', 'rest', 'custody bank']","['Investment Banking &amp; Brokerage Stocks Q3 Recap: Benchmarking Charles Schwab ( __TICKER__ )', 'A Look Back at Investment Banking &amp; Brokerage Stocks’ Q3 Earnings: __COMPANY__ ( __TICKER__ ) Vs The Rest Of The Pack', 'Investment Banking &amp; Brokerage Stocks Q3 Recap: Benchmarking Jefferies ( __TICKER__ )']"
240,41,240_ukraine latest_ukraine_latest_kyiv,"['ukraine latest', 'ukraine', 'latest', 'kyiv', 'latest russia', 'grain', 'russia', 'ukraine update', 'latest eu', 'russian oil']","['Ukraine Latest: Russia Says That It Will Open Sea Corridors', 'Ukraine Latest: Kyiv in Talks With UN to Seek Grain Export Route', 'Ukraine Latest: Kyiv Targeted in Latest Russian Missile Attacks']"
241,40,241_midday movers_movers_midday_premarket movers,"['midday movers', 'movers', 'midday', 'premarket movers', 'moderna', 'midday stock', 'movers chase', 'delta air', 'stock movers', 'amp midday']","['Midday Movers: __COMPANY__ , Delta Air Lines, Coinbase and More', 'Midday Movers: __COMPANY__ , __COMPANY__ , First Solar and More', 'Midday Movers: Twitter, __COMPANY__ , __COMPANY__ and More']"
242,40,242_amp 500_500_history says_history,"['amp 500', '500', 'history says', 'history', 'amp', 'says amp', '500 targets', '500 soared', 'comeback stocks', 'room amp']","[""Will the S&amp;P 500 Post Double-Digit Returns in 2026 for a 4th Consecutive Year? Here's What History Says."", ""What history says about S&amp;P 500's performance after it craters"", 'History Says the S&amp;P 500 Will Jump in 2026: 2 Magnificent Stocks to Buy Hand Over Fist Before They Skyrocket']"
243,40,243_equities traded_traded american_trading european_depositary receipts,"['equities traded', 'traded american', 'trading european', 'depositary receipts', 'european equities', 'american depositary', 'traded', 'receipts', 'equities', 'depositary']","['European Equities Traded in the US as American Depositary Receipts Lower in Wednesday Trading', 'European Equities Traded in the US as American Depositary Receipts Edge Lower in Friday Trading', 'European Equities Traded in the US as American Depositary Receipts Lower in Friday Trading']"
244,40,244_investing radar_radar_investing_equity etf,"['investing radar', 'radar', 'investing', 'equity etf', 'etf', 'radar invest', 'cap equity', 'russell', 'value etf', 'ishares']","['Should iShares Russell Mid-Cap Value ETF (IWS) Be on Your Investing Radar?', 'Should __COMPANY__ Diversified Return U.S. Mid Cap Equity ETF (JPME) Be on Your Investing Radar?', 'Should __COMPANY__ Equal Weight U.S. Large Cap Equity ETF (GSEW) Be on Your Investing Radar?']"
245,40,245_stock wall_street analysts_analysts bullish_analysts like,"['stock wall', 'street analysts', 'analysts bullish', 'analysts like', 'analysts', 'like', 'bullish', 'wall street', 'wall', 'street']","['Are Wall Street Analysts Bullish on NVIDIA Stock?', 'Do Wall Street Analysts Like __COMPANY__ Chase Stock?', 'Are Wall Street Analysts Bullish on __COMPANY__ Stock?']"
246,40,246_chase amp_strategic swot_swot insight_decoding,"['chase amp', 'strategic swot', 'swot insight', 'decoding', 'insight decoding', 'swot', 'insight', 'chase', 'amp good', 'amp best']","['Decoding __COMPANY__ Inc __TICKER__ : A Strategic SWOT Insight', 'Decoding __COMPANY__ __TICKER__ : A Strategic SWOT Insight', 'Decoding __COMPANY__ Chase &amp; Co __TICKER__ : A Strategic SWOT Insight']"
247,40,247_2023 undervalued_undervalued_2024 undervalued_stocks buy,"['2023 undervalued', 'undervalued', '2024 undervalued', 'stocks buy', 'september 2023', 'buy september', '2024 best', '2024', '2023', 'buy']","['The 3 Most Undervalued Defense Stocks to Buy in September 2023', 'The 7 Most Undervalued S&amp;P 500 Stocks to Buy in September 2023', 'The 7 Most Undervalued Growth Stocks to Buy in September 2023']"
248,39,248_hires_advisor_advisor team_hires financial,"['hires', 'advisor', 'advisor team', 'hires financial', 'financial advisor', 'team', 'hires billion', 'million advisor', 'team merrill', 'merrill']","['__TICKER__ hires $700 million financial advisor team in Manchester, NH', '__TICKER__ Hires $700 Million Advisor Team From Merrill Lynch', '__TICKER__ Hires $1.6 Billion Advisor Team From Merrill Lynch']"
249,39,249_sanofi enxtpa_enxtpa_sanofi_valuation,"['sanofi enxtpa', 'enxtpa', 'sanofi', 'valuation', 'share price', 'recent share', 'enxtpa valuation', 'enxtpa exploring', 'valuation recent', 'case theory']","['Sanofi (ENXTPA: __TICKER__ ): Revisiting Valuation After a Recent Share Price Rebound', 'Sanofi (ENXTPA: __TICKER__ ): Assessing Valuation After Recent Share Price Weakness', 'Sanofi (ENXTPA: __TICKER__ ): Exploring Valuation Following Recent Share Price Momentum']"
250,39,250_previews_previews week_policy meeting_canadian dollar,"['previews', 'previews week', 'policy meeting', 'canadian dollar', 'comments canadian', 'policy', 'comments', 'meeting', 'dollar', 'week policy']","[""__COMPANY__ Previews Tuesday's CPI Data in Canada; Comments on The Canadian Dollar"", ""__COMPANY__ Previews This Week's Policy Meeting at Mexico's Central Bank"", ""__COMPANY__ Previews This Week's Policy Meeting at The Mexico Central Bank""]"
251,39,251_zacks bull_bull bear_highlighted zacks_bear day,"['zacks bull', 'bull bear', 'highlighted zacks', 'bear day', 'highlighted', 'bear', 'bull', 'zacks', 'day', 'pointe']","['__COMPANY__ and Hertz Global have been highlighted as Zacks Bull and Bear of the Day', ""__COMPANY__ and Carter's have been highlighted as Zacks Bull and Bear of the Day"", 'AZEK and __COMPANY__ have been highlighted as Zacks Bull and Bear of the Day']"
252,39,252_intel_micron_intel stock_oracle,"['intel', 'micron', 'intel stock', 'oracle', 'intc', 'overdone', 'micron technology', 'sending', 'technology rallied', '144 billion']","['Oracle stock soars as CEO says AI-fueled cloud revenue set to soar to $144 billion', ""Oracle's 'truly awesome' quarter stuns Wall Street, sending stock up 36% and making Ellison world's richest man"", ""Oracle's 'truly awesome' quarter stuns Wall Street, sending stock up 40% and making Ellison world's richest man""]"
253,39,253_buyback_share buyback_share_buyback profit,"['buyback', 'share buyback', 'share', 'buyback profit', '2bn share', '2bn', 'restore dividends', 'dividend sets', 'bln share', 'restores quarterly']","['__TICKER__ restores quarterly dividend, sets buyback as profit triples', '__TICKER__ to launch $2bn share buyback after profit boost from interest rates', '__TICKER__ announces $2bn share buyback as profit surges 74%']"
254,39,254_facility_credit facility_revolving_revolving credit,"['facility', 'credit facility', 'revolving', 'revolving credit', 'utilities corporation', 'chesapeake utilities', 'chesapeake', 'utilities', 'florida', 'maturity']","['Kraft Heinz extends $4 billion credit facility maturity by one year to 2030', 'Capital Southwest Announces Amendment to Revolving Credit Facility: Increased Facility Size, Extended Maturity, Improved Pricing, and Asset Coverage Update', 'Kraft Heinz extends $4 billion revolving credit facility maturity to 2030']"
255,39,255_morning bid_morning_bid_options,"['morning bid', 'morning', 'bid', 'options', 'traders', 'options traders', 'bid tariff', 'bid markets', 'bid trade', 'markets calm']","['Morning Bid: No more sleep this week', 'Morning Bid: The confidence game', 'Morning Bid: Markets calm down after Powell poser']"
256,38,256_important class_action deadlines_wong reminds_offices vincent,"['important class', 'action deadlines', 'wong reminds', 'offices vincent', 'vincent wong', 'wong', 'vincent', 'deadlines shareholder', 'deadlines', 'investors important']","['SHAREHOLDER ALERT – PRTA MFGP __TICKER__ : The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines', 'SHAREHOLDER ALERT: __TICKER__ XRAY NVDA AGN: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines', 'SHAREHOLDER ALERT: __TICKER__ XRAY AGN: The Law Offices of Vincent Wong Reminds Investors of Important Class Action Deadlines']"
257,38,257_countries_countries world_countries highest_world,"['countries', 'countries world', 'countries highest', 'world', '20 countries', 'world 25', 'countries best', '30 countries', 'highest', 'world 30']","['25 Countries with the Highest GDP Growth Rate in the World', '30 Countries with the Highest GDP in 2023', '20 Countries with Highest Interest Rates in 2024']"
258,38,258_ping_spin_break_reject,"['ping', 'spin', 'break', 'reject', 'asia business', 'vote asia', 'kong shareholders', 'ping calls', 'demands', 'aggressive cost']","['__TICKER__ activist shareholder demands AGM vote on Asia business spin-off', 'UPDATE 1- __TICKER__ aims to pacify Hong Kong investors after rejecting break-up call from Ping An', '__TICKER__ aims to pacify Hong Kong investors after rejecting break-up call from Ping An']"
259,38,259_etfs_etfs buy_vanguard etfs_loved,"['etfs', 'etfs buy', 'vanguard etfs', 'loved', 'etfs loved', '10 best', '12 best', 'loved etfs', 'etfs 2023', 'loved investors']","[""3 Unstoppable Vanguard ETFs to Buy Even if There's a Stock Market Sell-Off in 2026"", '10 Best Financial and Fintech ETFs To Buy', '12 Best Financial and Fintech ETFs To Buy']"
260,37,260_nasdaq_record_500 dow_record run,"['nasdaq', 'record', '500 dow', 'record run', 'amp 500', '500 nasdaq', 'dow', 'record highs', '500', 'closes record']","['S&amp;P 500 and Nasdaq 100 Post Record Highs Amid Signs of Trade Progress', 'S&amp;P 500 and Nasdaq 100 Post Record Highs on Trade Deals', 'S&amp;P 500 and Nasdaq 100 Post Record Highs on AI Optimism']"
261,37,261_rates stocks_buy rate_hikes 10_stocks benefit,"['rates stocks', 'buy rate', 'hikes 10', 'stocks benefit', 'benefit', 'buy fed', 'rate hikes', 'rates', '10 stocks', 'stocks buy']","['7 Financial Stocks That Could Benefit from Rising Interest Rates', '10 Stocks to Buy for Interest Rate Hikes', '10 Stocks to Buy Before Interest Rate Hikes']"
262,37,262_republic_republic deal_republic bank_pnc,"['republic', 'republic deal', 'republic bank', 'pnc', 'fdic', 'bids', 'buys republic', 'won republic', 'dimon won', 'buy republic']","['FDIC Asks __COMPANY__ , PNC for Final First Republic Bids Due Sunday', ""How __COMPANY__ 's Dimon won the First Republic deal"", '__COMPANY__ to Take Over First Republic Bank']"
263,37,263_midday stories_midday_stories_stories nvidia,"['midday stories', 'midday', 'stories', 'stories nvidia', 'guidance midday', 'acquire', 'nvidia', 'invest billion', 'guidance', 'shares rise']","['Top Midday Stories: UnitedHealth Revenue Misses Estimates; __COMPANY__ , __COMPANY__ Report Earnings Beats', ""Correction: Top Midday Stories: TSM June Revenue Jumps 33% YoY; Honeywell to Buy Air Products' LNG Process Tech; Microsoft, Apple Abandon Seats on OpenAI Board; AMD to Acquire Silo AI"", 'Top Midday Stories: TSM June Revenue Jumps 33% YoY; Honeywell to Acquire CAES Systems; Microsoft, Apple Abandon Seats on OpenAI Board; AMD Acquires Silo AI']"
264,37,264_organizations_charitable foundation_awards_awards million,"['organizations', 'charitable foundation', 'awards', 'awards million', 'charitable', 'grants', 'ready challenge', 'donates', 'addressing', 'celebrates']","['2024 __TICKER__ Ready Challenge awards $10 million to 10 Canadian and U.S. organizations focused on addressing barriers faced by small business owners', '__TICKER__ Ready Challenge Awards More than $3 Million to Six U.S. Organizations Addressing Learning Loss Caused by COVID-19', '__TICKER__ Charitable Foundation Awards $7 million in Grants to 37 Non-Profits Supporting Housing for Marginalized Communities']"
265,36,265_upgraded_upgraded strong_strong buy_rating upgrade,"['upgraded', 'upgraded strong', 'strong buy', 'rating upgrade', 'upgraded buy', 'buy know', 'buy does', 'upgrade buy', 'upgrade', 'mean stock']","['The __COMPANY__ __TICKER__ Upgraded to Strong Buy: What Does It Mean for the Stock?', '__TICKER__ __TICKER__ Upgraded to Strong Buy: What Does It Mean for the Stock?', '__COMPANY__ __TICKER__ Upgraded to Strong Buy: What Does It Mean for the Stock?']"
266,36,266_bank stocks_regional bank_regional_fed stress,"['bank stocks', 'regional bank', 'regional', 'fed stress', 'stocks rise', 'rise fed', 'stress', 'banks shares', 'outlook mixed', 'shares spark']","['Bank stocks rise after Fed stress test shows strong capital positions', 'Bank Stocks Rise After Fed Stress Tests', 'U.S. bank stocks rise after Fed stress test results']"
267,36,267_kick_set report_earnings_beats set,"['kick', 'set report', 'earnings', 'beats set', 'kick post', 'earnings expectations', 'kick bank', 'earnings bank', 'post earnings', 'earnings high']","['__COMPANY__ , __COMPANY__ , __COMPANY__ and __COMPANY__ kick off bank earnings season in choppy waters', '__COMPANY__ , __COMPANY__ Kick Off Post-Earnings Bank Borrowing Binge', '__COMPANY__ , __COMPANY__ Kick Off Post-Earnings Bank Bond Sales']"
268,36,268_downgrades_neutral_securities downgrades_neutral downgrades,"['downgrades', 'neutral', 'securities downgrades', 'neutral downgrades', 'concerns downgrades', 'stock hold', 'hold', 'downgraded', 'cibc downgrades', 'downgrades shell']","['CIBC Downgrades __COMPANY__ __TICKER__ To Neutral, Keeps the PT', 'Phillip Securities Downgrades __COMPANY__ &amp; Company __TICKER__ to Accumulate From Buy', 'CIBC Downgrades __COMPANY__ __TICKER__ to Neutral From Outperform']"
269,36,269_profit_profit falls_quarterly profit_madoff,"['profit', 'profit falls', 'quarterly profit', 'madoff', 'quarterly', 'hit madoff', 'posts lower', 'canada bank', 'half profit', 'provisions']","[""UPDATE 1-Canada's __TICKER__ Bank posts lower profit on higher loan loss provisions"", ""Canada's __TICKER__ Bank posts lower profit on higher loan loss provisions"", '__TICKER__ Quarterly Profit Falls on $1.1 Billion Hit From Madoff Lawsuit']"
270,36,270_tariffs_trump_trump tariffs_threats,"['tariffs', 'trump', 'trump tariffs', 'threats', 'tariff', 'tariffs markets', 'tariff threats', 'month threats', 'trump pauses', 'threats spooked']","['Trump’s Tariffs Take Effect in Fresh Test for Global Economy', 'Trump Pauses Mexico Tariffs for a Month, but His Threats Spooked Almost Everyone', 'Trump Pauses Tariffs on Mexico, Canada for a Month, but His Threats Spooked Almost Everyone']"
271,36,271_bank plc_cash tender_plc announces_tender,"['bank plc', 'cash tender', 'plc announces', 'tender', 'consent', 'offers consent', 'consent solicitations', 'solicitations', 'plc', 'tender offers']","['__COMPANY__ Bank PLC Updates Announcement of 2 Cash Tender Offers and Consent Solicitations', '__COMPANY__ Bank PLC Updates Announcement of 6 Cash Tender Offers and Consent Solicitations', '__COMPANY__ Bank PLC Announces Results of 2 Cash Tender Offers and Consent Solicitations']"
272,36,272_industry outlook_zacks industry_outlook highlights_zacks,"['industry outlook', 'zacks industry', 'outlook highlights', 'zacks', 'highlights', 'industry', 'outlook', 'earnings trends', 'trends highlights', 'highlights zacks']","['Zacks Industry Outlook Highlights __TICKER__ , __TICKER__ , __COMPANY__ and __COMPANY__', 'Zacks Industry Outlook Highlights __TICKER__ , __TICKER__ and __COMPANY__', 'Zacks Industry Outlook Highlights __TICKER__ , __COMPANY__ and __COMPANY__']"
273,36,273_gas_european gas_gas prices_european,"['gas', 'european gas', 'gas prices', 'european', 'eu', 'european energy', 'europe gas', 'russian gas', 'energy', 'prices']","['European Natural Gas Prices Could Rise Above EUR100 on Australian LNG Strikes', 'European Gas Prices Edge Higher as Outlook for Cold Snap Deepens', 'Natural Gas Prices Could Spike As EU Prepares to Slash More Russian Gas']"
274,36,274_watchlist_value investors_deserve spot_spot watchlist,"['watchlist', 'value investors', 'deserve spot', 'spot watchlist', 'investors buy', 'deserve', 'watchlist today', 'watchlist value', 'buy banco', 'spot']","['Does __COMPANY__ Chase ( __TICKER__ ) Deserve A Spot On Your Watchlist?', 'Does __COMPANY__ (LON:STAN) Deserve A Spot On Your Watchlist?', 'Does __COMPANY__ ( __TICKER__ ) Deserve A Spot On Your Watchlist?']"
275,35,275_banco_banco bme_bme_great choice,"['banco', 'banco bme', 'bme', 'great choice', 'choice', 'banco buy', 'choice banco', 'great', 'bme valuation', 'brasil bsbr']","['Taking Another Look at Banco __COMPANY__ (BME: __TICKER__ )’s Valuation After Its Strong 12-Month Share Price Rally', 'Assessing Banco __COMPANY__ (BME: __TICKER__ ) Valuation After Record Profits And Expanded Shareholder Returns', 'Banco __COMPANY__ (BME: __TICKER__ ): Assessing Valuation After Recent Share Price Momentum']"
276,35,276_zacks com_featured highlights_com featured_featured,"['zacks com', 'featured highlights', 'com featured', 'featured', 'zacks', 'com', 'zacks value', 'highlights', 'highlights include', 'trader highlights']","['Zacks.com featured highlights include __COMPANY__ , General Motors, Unum Group, PVH and EnerSys', 'Zacks.com featured highlights include Netflix, __COMPANY__ and Dycom', 'Zacks.com featured highlights include NVIDIA, Alphabet and __COMPANY__ Chase']"
277,35,277_moves midday_biggest moves_making biggest_stocks making,"['moves midday', 'biggest moves', 'making biggest', 'stocks making', 'midday', 'making', 'biggest', 'moves', 'amp stocks', 'paramount skydance']","['Stocks making the biggest moves midday: Coty, Paramount Skydance, Walmart and more', 'Stocks making the biggest moves midday: Apple, Alibaba, Palantir Technologies and more', 'Stocks making the biggest moves midday: __COMPANY__ , __COMPANY__ , Bunge, Progressive and more']"
278,35,278_shareholders deadline_class actions_actions behalf_behalf shareholders,"['shareholders deadline', 'class actions', 'actions behalf', 'behalf shareholders', 'actions', 'behalf', 'deadline alert', 'investors class', 'law offices', 'reminds investors']","['DEADLINE ALERT for ZSAN and __TICKER__ : The Law Offices of Frank R. Cruz Reminds Investors of Class Actions on Behalf of Shareholders', 'DEADLINE ALERT for __TICKER__ , U, OM: Law Offices of Howard G. Smith Reminds Investors of Class Actions on Behalf of Shareholders', 'DEADLINE ALERT for BMWYY and __TICKER__ : The Law Offices of Frank R. Cruz Reminds Investors of Class Actions on Behalf of Shareholders']"
279,35,279_rba_australia_rba rate_rate,"['rba', 'australia', 'rba rate', 'rate', 'australian unemployment', 'hikes australia', 'rate hikes', 'australian', 'core inflation', 'unemployment']","['Australia’s Accelerating Inflation Boosts RBA Rate-Hike Bets', 'Australia’s Job Gains Beat Expectations, Back RBA Rate View', 'Australia’s Job Gains Show Economy Absorbing RBA Rate Hikes']"
280,35,280_ftse_ftse 100_100_100 opens,"['ftse', 'ftse 100', '100', '100 opens', 'opens lower', 'opens', 'lower uk', '100 lower', 'lower', 'uk']","['FTSE 100 opens lower as UK sees inflation fall', 'FTSE 100 opens lower as investors consider Fed rate hike shift', 'FTSE 100 opens lower ahead of Bank of England interest rate decision']"
281,35,281_post earnings_buy post_000 buy_xrp,"['post earnings', 'buy post', '000 buy', 'xrp', 'buy', 'buy xrp', 'post', 'broadcom stock', 'buy bitcoin', '360']","['Should You Buy the Post-Earnings Plunge in Marvell Stock?', 'Should You Buy the Post-Earnings Dip in CoreWeave Stock?', 'Should You Buy the Post-Earnings Pop in Broadcom Stock?']"
282,34,282_mellon wealth_mellon_wealth management_management named,"['mellon wealth', 'mellon', 'wealth management', 'management named', 'management names', 'wealth', 'management appoints', 'management', 'regional director', 'director']","['__COMPANY__ Mellon Wealth Management Named David Heck Senior Client Strategist in Philadelphia', '__COMPANY__ Mellon Wealth Management Names Daniel Gebhart Regional Director, Head of Portfolio Management in New England', '__COMPANY__ Mellon Wealth Management Names Sinead Colton Grant as Global Head of __COMPANY__ Mellon Investor Solutions']"
283,33,283_goldman_goldman gives_goldman cut_200 jobs,"['goldman', 'goldman gives', 'goldman cut', '200 jobs', 'cut 200', 'bumps 2023', 'goldman lay', 'goldman bumps', 'pay executives', 'jobs rein']","['Goldman prepares to cut 3,200 jobs to rein in costs', 'Goldman preparing to cut 3,200 jobs to rein in costs', 'Goldman to Cut About 3,200 Jobs']"
284,33,284_trump_order_freddie_fannie,"['trump', 'order', 'freddie', 'fannie', 'debanking', 'executive order', 'fannie freddie', 'trump administration', 'cap credit', 'card rates']","['Trump says Fannie and Freddie will go public by end of year and raise $30 billion: Report', 'Trump administration says Fannie and Freddie will go public by end of year and raise $30 billion', 'Trump administration says Fannie and Freddie will go public by end of year and raise $30 billion: Report']"
285,33,285_funds bullish_bullish_hedge funds_hedge,"['funds bullish', 'bullish', 'hedge funds', 'hedge', 'funds', 'bullish facebook', 'cbre', 'fb hedge', 'facebook fb', 'fb']","['Hedge Funds Have Never Been This Bullish On Facebook (FB)', 'Hedge Funds Have Never Been This Bullish On Facebook Inc (FB)', 'Hedge Funds Never Been This Bullish On __COMPANY__ __TICKER__']"
286,33,286_brazil_brazil inflation_brazil economy_hike brazil,"['brazil', 'brazil inflation', 'brazil economy', 'hike brazil', 'brazil economic', 'rate', 'brazil lifts', 'past forecasts', 'cuts brazil', 'grow brazil']","['Brazil Economy Grows Less Than Expected in May Amid High Rates', 'Brazil Inflation Slowdown Falls Short Ahead of Key Rate Hike', 'Brazil’s Economy Grows More Than Expected as Interest Rate Falls']"
287,33,287_analyst calls_calls_notable analyst_calls week,"['analyst calls', 'calls', 'notable analyst', 'calls week', 'research calls', 'analyst research', 'notable', 'analyst', 'picks notable', 'street analyst']","['Notable analyst calls this week: AMD, EA and Uber among top picks', 'Notable analyst calls this week: J&amp;J, PayPal and Corteva among top picks', 'Notable analyst calls this week: Sarepta, Cisco and __TICKER__ among top picks']"
288,33,288_new strong_buy stocks_strong buy_strong,"['new strong', 'buy stocks', 'strong buy', 'strong', 'stocks march', 'stocks october', 'stocks january', 'new', 'stocks july', '14th new']","['New Strong Buy Stocks for January 14th', 'New Strong Buy Stocks for July 2nd', 'New Strong Buy Stocks for July 14']"
289,33,289_earnings growth_cagr_shareholder returns_growth trails,"['earnings growth', 'cagr', 'shareholder returns', 'growth trails', 'cagr delivered', 'outpaced earnings', 'trails', 'year earnings', 'year period', 'growth year']","[""__COMPANY__ 's ( __TICKER__ ) 32% CAGR outpaced the company's earnings growth over the same five-year period"", ""__COMPANY__ 's ( __TICKER__ ) 29% CAGR outpaced the company's earnings growth over the same five-year period"", ""__COMPANY__ 's ( __TICKER__ ) 6.6% CAGR outpaced the company's earnings growth over the same five-year period""]"
290,32,290_gun_texas_muni_texas muni,"['gun', 'texas', 'muni', 'texas muni', 'gun law', 'muni deal', 'gun policy', 'texas ag', 'bond deal', 'deal gun']","[""Texas AG to halt most of __COMPANY__ 's municipal offerings on gun law row"", '__COMPANY__ , __COMPANY__ , __COMPANY__ See Texas Muni Business Halt After Gun Law', '__COMPANY__ Wins First Texas Muni-Bond Deal Since Gun Law Spat']"
