Topic,Count,Name,Representation,Representative_Docs
298,42,298_blackrock report_blackrock reports_earnings blackrock_report quarter,"['blackrock report', 'blackrock reports', 'earnings blackrock', 'report quarter', '13th blackrock', 'earnings october', 'quarter', 'earnings july', 'earnings april', '2021 earnings']","['BlackRock to Report Third Quarter 2023 Earnings on October 13th', 'BlackRock to Report Third Quarter 2022 Earnings on October 13th', 'BlackRock to Report Third Quarter 2021 Earnings on October 13th']"
299,42,299_releases_publishes_social governance_governance esg,"['releases', 'publishes', 'social governance', 'governance esg', 'report', 'environmental social', 'sustainability report', 'governance', 'report highlighting', 'environmental']","['__COMPANY__ Releases 2020 Environmental, Social and Governance (ESG) Report', '__COMPANY__ publishes 2021 Environmental, Social and Governance (ESG) Performance Report, Task Force on Climate-related Financial Disclosures (TCFD) Report, and Diversity &amp; Inclusion (D&amp;I)Report', '__COMPANY__ releases 2020 Environmental, Social and Governance (ESG) Performance Report, Task Force on Climate-related Financial Disclosures (TCFD) Report, and Green Bond Report']"
300,42,300_crown_crown resorts_resorts_st modwen,"['crown', 'crown resorts', 'resorts', 'st modwen', 'modwen', 'australia crown', 'st', 'blackstone', 'bid', 'australia']","[""Australia's Crown Resorts backs $6.3 billion Blackstone bid, ending Packer era"", ""UPDATE 1-Blackstone raises buyout offer for Britain's St. Modwen Properties to $1.75 bln"", ""All in: Australia's Crown Resorts backs $6.3 billion Blackstone offer""]"
301,42,301_nasdaq commodities_commodities_electricity_contracts,"['nasdaq commodities', 'commodities', 'electricity', 'contracts', '16 nasdaq', 'german', '18 nasdaq', 'german electricity', '17 nasdaq', 'commodities launches']","['no 49/16 Nasdaq Commodities moves Market Making to Futures contracts in Nordic Electricity', 'no 47/18 Nasdaq Commodities launches German Only Electricity Base Future Option Contracts', 'no 32/17 Nasdaq Commodities to go live with German Only Electricity Futures Contracts on May 18, 2017']"
302,42,302_exciting potential_worth attention_underwhelm_exciting,"['exciting potential', 'worth attention', 'underwhelm', 'exciting', 'stock exciting', 'ignore', '500 stock', 'profitable stock', 'volatile stock', 'term investors']","['1 Volatile Stock with Exciting Potential and 2 We Brush Off', '1 Profitable Stock with Exciting Potential and 2 We Turn Down', '1 Profitable Stock with Exciting Potential and 2 We Ignore']"
303,41,303_cities_states_states lowest_cities highest,"['cities', 'states', 'states lowest', 'cities highest', 'richest cities', '15 states', 'poorest', 'capita', 'highest', 'lowest']","['20 Cities With The Highest Cost of Living in the US', 'Richest Cities in Every State in the US', '30 Cities With The Highest Cost of Living']"
304,41,304_burn hedge_going burn_burn_going,"['burn hedge', 'going burn', 'burn', 'going', 'hedge funds', 'hedge', 'funds', 'funds brookfield', 'wix', 'hca']","['Is BlackRock, Inc. __TICKER__ Going to Burn These Hedge Funds?', 'Is Nasdaq, Inc. __TICKER__ Going to Burn These Hedge Funds?', 'Is __COMPANY__ __TICKER__ Going to Burn These Hedge Funds?']"
305,41,305_moves midday_biggest moves_making biggest_stocks making,"['moves midday', 'biggest moves', 'making biggest', 'stocks making', 'midday', 'making', 'biggest', 'moves', 'amp stocks', 'midday apple']","['Stocks making the biggest moves midday: Palantir, Caterpillar, Apple, __COMPANY__ Chase and more', 'Stocks making the biggest moves midday: Apple, Alibaba, Palantir Technologies and more', 'Stocks making the biggest moves midday: __COMPANY__ , __COMPANY__ , Bunge, Progressive and more']"
306,41,306_templeton employees_franklin templeton_templeton_templeton celebrates,"['templeton employees', 'franklin templeton', 'templeton', 'templeton celebrates', 'franklin', 'employees', 'celebrates', 'employees engage', 'engage', 'community franklin']","['Franklin Templeton Employees Engage in Impact Days and Make a Difference in Their Local Communities', ""Franklin Templeton's Employees Engage in Global Events to Give Back to the Community"", ""Franklin Templeton's Employees Engage in Local Events to Give Back to the Community""]"
307,41,307_blackstone quarter_blackstone_expectations blackstone_earnings surge,"['blackstone quarter', 'blackstone', 'expectations blackstone', 'earnings surge', 'blackstone profit', 'quarter earnings', 'asset sales', 'earnings beats', 'surge cashes', 'cashes assets']","[""CORRECTED-Blackstone's first-quarter earnings surge as it cashes out on assets"", ""Blackstone's first-quarter earnings surge as it cashes out on assets"", ""UPDATE 1-Blackstone's first-quarter earnings surge as it cashes out on assets""]"
308,41,308_equities traded_traded american_depositary receipts_american depositary,"['equities traded', 'traded american', 'depositary receipts', 'american depositary', 'receipts', 'trading european', 'european equities', 'depositary', 'traded', 'equities']","['European Equities Traded in the US as American Depositary Receipts Edge Lower in Thursday Trading', 'European Equities Traded in the US as American Depositary Receipts Edge Lower in Friday Trading', 'European Equities Traded in the US as American Depositary Receipts Lower in Friday Trading']"
309,41,309_beats expectations_expectations_earnings beats_expectations year,"['beats expectations', 'expectations', 'earnings beats', 'expectations year', 'earnings eps', '2024 earnings', 'eps', 'beats', 'eps beats', 'expectations second']","['__COMPANY__ Third Quarter 2024 Earnings: EPS Beats Expectations', '__COMPANY__ Second Quarter 2024 Earnings: Beats Expectations', '__COMPANY__ Second Quarter 2024 Earnings: EPS Beats Expectations']"
310,41,310_earnings report_report earnings_report_report goldman,"['earnings report', 'report earnings', 'report', 'report goldman', '10 earnings', 'goldman earnings', '18 earnings', 'report sei', 'sei seic', 'earnings']","['Why Is __COMPANY__ __TICKER__ Up 8.1% Since Last Earnings Report?', 'Why Is __COMPANY__ __TICKER__ Up 8.5% Since Last Earnings Report?', 'Why Is __TICKER__ __TICKER__ Up 6.2% Since Last Earnings Report?']"
311,41,311_bancorp ring_bancorp_ring nasdaq_ring,"['bancorp ring', 'bancorp', 'ring nasdaq', 'ring', 'market closing', 'bell', 'closing bell', 'closing', 'nasdaq stock', 'stock market']","['Republic First Bancorp, Inc. ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell', 'Fifth Third Bancorp ( __TICKER__ ) to Ring the Nasdaq Stock Market Opening Bell', 'S&T Bancorp, Inc. ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell']"
312,40,312_reshuffles_shuffles_leadership_reorganizes,"['reshuffles', 'shuffles', 'leadership', 'reorganizes', 'shakes leadership', 'ranks', 'executive ranks', 'eyes successor', 'leadership eyes', 'ceo shakes']","['__COMPANY__ shuffles executives as race to succeed CEO Jamie Dimon heats up', 'UPDATE 1- __COMPANY__ CEO shakes up leadership with eyes on successor', '__COMPANY__ CEO Shakes Up Leadership With Eyes on a Successor']"
313,40,313_cboe_relationships_personal relationships_resigns,"['cboe', 'relationships', 'personal relationships', 'resigns', 'cboe ceo', 'ceo resigns', 'cboe appoints', 'resigns undisclosed', 'colleagues cboe', 'relationships colleagues']","['Cboe CEO resigns over failure to disclose personal relationships with colleagues', 'Cboe Global Markets CEO resigns over undisclosed personal relationships', 'Cboe’s CEO Resigns Over Undisclosed Personal Relationships']"
314,40,314_blackstone earnings_earnings fall_blackstone_blackstone profit,"['blackstone earnings', 'earnings fall', 'blackstone', 'blackstone profit', 'asset sales', 'blackstone stock', 'fall', 'distributable earnings', 'distributable', 'fall 16']","[""UPDATE 1-Blackstone's earnings fall 41% as assets sales slump"", ""Blackstone's earnings fall 16% on sharp drop in asset sales"", ""UPDATE 1-Blackstone's earnings fall 16% on sharp drop in asset sales""]"
315,40,315_expect_preview expect_earnings preview_preview,"['expect', 'preview expect', 'earnings preview', 'preview', 'quarterly earnings', 'report expect', 'report earnings', 'preview need', 'expect expect', 'earnings report']","[""Earnings Preview: What to Expect From __TICKER__ Group's Report"", ""Earnings Preview: What To Expect From T. Rowe Price Group's Report"", '__COMPANY__ Group Earnings Preview: What to Expect']"
316,40,316_stock wall_street analysts_analysts bullish_analysts like,"['stock wall', 'street analysts', 'analysts bullish', 'analysts like', 'analysts', 'bullish', 'like', 'wall street', 'wall', 'street']","['Do Wall Street Analysts Like __COMPANY__ Chase Stock?', 'Are Wall Street Analysts Bullish on Nasdaq Stock?', 'Are Wall Street Analysts Bullish on __COMPANY__ Stock?']"
317,40,317_zacks investment_ideas feature_feature highlights_investment ideas,"['zacks investment', 'ideas feature', 'feature highlights', 'investment ideas', 'ideas', 'feature', 'zacks', 'highlights', 'investment', 'highlights coinbase']","['Zacks Investment Ideas feature highlights: __TICKER__ Group AG', 'Zacks Investment Ideas feature highlights: __TICKER__ Group', 'Zacks Investment Ideas feature highlights: __COMPANY__ and __COMPANY__ Chase']"
318,40,318_recruits_hires_recruits billion_advisor,"['recruits', 'hires', 'recruits billion', 'advisor', 'recruits advisor', 'advisor team', 'team', 'team recruits', 'hires senior', 'hires advisors']","['__COMPANY__ Recruits Advisor Team With $775 Million From Merrill Lynch', '__COMPANY__ Recruits Advisor Team That Managed $1 Billion at Merrill Lynch', '__COMPANY__ Recruits $1.6 Billion Advisor Team From __TICKER__']"
319,40,319_funds bullish_bullish_hedge funds_hedge,"['funds bullish', 'bullish', 'hedge funds', 'hedge', 'funds', 'bullish alphabet', 'bullish facebook', 'googl hedge', 'fb hedge', 'facebook fb']","['Hedge Funds Have Never Been This Bullish On Alphabet Inc (GOOGL)', 'Hedge Funds Have Never Been This Bullish On Invesco Ltd. __TICKER__', 'Hedge Funds Never Been This Bullish On __COMPANY__ __TICKER__']"
320,40,320_report rebound_rebound_earnings report_rebound earnings,"['report rebound', 'rebound', 'earnings report', 'rebound earnings', 'report', 'rebound invesco', 'invesco earnings', 'ameriprise earnings', 'rebound ameriprise', 'rebound corporation']","['__TICKER__ __TICKER__ Down 0.2% Since Last Earnings Report: Can It Rebound?', '__TICKER__ __TICKER__ Down 2.1% Since Last Earnings Report: Can It Rebound?', '__COMPANY__ __TICKER__ Down 2.5% Since Last Earnings Report: Can It Rebound?']"
321,40,321_research reports_research_reports_amp research,"['research reports', 'research', 'reports', 'amp research', 'amp', 'blackstone research', 'resources research', 'oracle amp', 'reports nvidia', 'amp blackstone']","['Top Research Reports for Apple, Oracle &amp; __COMPANY__', 'Top Research Reports for Meta Platforms, __COMPANY__ Chase &amp; Intercontinental Exchange', 'Top Research Reports for NVIDIA, Netflix &amp; __COMPANY__']"
322,40,322_statistics nasdaq_statistics_volumes_capture listings,"['statistics nasdaq', 'statistics', 'volumes', 'capture listings', 'revenue capture', 'estimated revenue', 'listings statistics', 'capture', 'estimated', 'listings']","['Nasdaq December 2017 Volumes, 4Q17 Estimated Revenue Capture and Listings Statistics', 'Nasdaq September 2018 Volumes, 3q18 Estimated Revenue Capture and Listings Statistics', 'Nasdaq September 2017 Volumes, 3Q17 Estimated Revenue Capture and Listings Statistics']"
323,39,323_republic_republic stock_republic bank_deposit,"['republic', 'republic stock', 'republic bank', 'deposit', 'bank exploring', 'republic republic', 'deposit flight', 'exploring sale', 'stock plummets', 'amid deposit']","['First Republic Stock Leaps As Big U.S. Banks Coordinate $30 Billion Deposit Rescue', 'First Republic Stock Halted Amid Reports Bank Exploring Sale Options, Capital Increase', 'First Republic Stock Halted, Hits Record Low, Amid Deposit-Flight Concern']"
324,39,324_custodial receipts_custodial_receipts_receipts series,"['custodial receipts', 'custodial', 'receipts', 'receipts series', 'series', 'receipts custodial', 'moody assigns', 'assigns', 'moody', 'gr']","[""Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2017-XF2492 -- Moody's assigns enhanced Aa3 to Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2017-XF2492A &amp; Series 2017-XF2492B"", ""Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2022-XF1149 -- Moody's assigns enhanced Aa3 to Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2022- XF1149"", ""Custodial Receipts ( __COMPANY__ ) -- Moody's assigns enhanced Aa3 to Custodial Receipts ( __COMPANY__ ), Custodial Receipts, Series 2022- XF1149""]"
325,39,325_buy fed_hikes 10_stocks benefit_rates,"['buy fed', 'hikes 10', 'stocks benefit', 'rates', 'rates stocks', 'buy rate', 'rising rates', 'stocks buy', 'rate hikes', 'benefit']","['7 Financial Stocks That Could Benefit from Rising Interest Rates', '10 Stocks to Buy for Interest Rate Hikes', '10 Stocks to Buy Before Interest Rate Hikes']"
326,39,326_downgrades_neutral_downgraded_downgraded neutral,"['downgrades', 'neutral', 'downgraded', 'downgraded neutral', 'securities downgrades', 'downgrades neutral', 'stock downgraded', 'shell hold', 'accumulate buy', 'downgrades amp']","['Phillip Securities Downgrades __COMPANY__ &amp; Company __TICKER__ to Accumulate From Buy', 'CIBC Downgrades __COMPANY__ __TICKER__ To Neutral, Keeps the PT', 'CIBC Downgrades __COMPANY__ __TICKER__ to Neutral From Outperform']"
327,39,327_earnings growth_shareholder returns_growth trails_trails,"['earnings growth', 'shareholder returns', 'growth trails', 'trails', 'year earnings', 'outpaced earnings', 'growth year', 'year period', 'cagr outpaced', 'yoy']","[""__COMPANY__ 's ( __TICKER__ ) five-year earnings growth trails the 28% YoY shareholder returns"", ""__COMPANY__ 's ( __TICKER__ ) five-year earnings growth trails the 17% YoY shareholder returns"", ""__COMPANY__ 's ( __TICKER__ ) 6.6% CAGR outpaced the company's earnings growth over the same five-year period""]"
328,39,328_intercontinentalexchange_estimates intercontinental_intercontinental_dividend intercontinental,"['intercontinentalexchange', 'estimates intercontinental', 'intercontinental', 'dividend intercontinental', 'revenues', 'ice', 'earnings revenues', 'marketaxess', 'exchange q2', 'amp revenues']","['IntercontinentalExchange __TICKER__ Q1 Earnings and Revenues Beat Estimates', 'Intercontinental (ICE) Q1 Earnings Meet Estimates, Revenues Lag', 'Intercontinental (ICE) Q4 Earnings &amp; Revenues Beat, Dividend Up']"
329,39,329_momentum stocks_best momentum_momentum_stocks buy,"['momentum stocks', 'best momentum', 'momentum', 'stocks buy', 'buy february', 'buy march', 'best', 'best growth', 'growth stocks', 'ranked growth']","['Best Momentum Stocks to Buy for Nov. 7', 'Best Momentum Stocks to Buy for February 3rd', 'How to Buy the Best Momentum Stocks Now']"
330,39,330_statistics intercontinental_exchange reports_statistics_intercontinental exchange,"['statistics intercontinental', 'exchange reports', 'statistics', 'intercontinental exchange', 'intercontinental', 'exchange', '2022 statistics', '2023 statistics', 'reports', '2021 statistics']","['Intercontinental Exchange Reports July 2023 Statistics', 'Intercontinental Exchange Reports April 2023 Statistics', 'Intercontinental Exchange Reports August 2023 Statistics']"
331,39,331_savings accounts_best savings_inflation rates_offer inflation,"['savings accounts', 'best savings', 'inflation rates', 'offer inflation', 'accounts offer', 'accounts', 'savings', 'largest banks', 'banks world', 'best banks']","['Best savings accounts that offer above-inflation rates, 10 January', 'Best savings accounts that offer above-inflation rates, 3 January', 'Best savings accounts that offer above inflation rates']"
332,39,332_present_blackstone present_conference blackstone_services conference,"['present', 'blackstone present', 'conference blackstone', 'services conference', 'conference', 'invesco present', 'conference invesco', 'financial services', 'strategic decisions', 'decisions conference']","['Invesco Ltd. To Present at __COMPANY__ Securities Financial Services Conference', 'Blackstone to Present at Bernstein’s 37th Annual Strategic Decisions Conference', 'Blackstone to Present at the __COMPANY__ 2021 US Financial Services Conference']"
333,39,333_volumes nasdaq_volumes_nasdaq january_nasdaq february,"['volumes nasdaq', 'volumes', 'nasdaq january', 'nasdaq february', 'nasdaq july', 'nasdaq october', '2025 volumes', '2016 volumes', '2019 volumes', '2020 volumes']","['Nasdaq January 2021 Volumes', 'Nasdaq January 2022 Volumes', 'Nasdaq January 2023 Volumes']"
334,39,334_blackrock names_blackrock executive_ramji_salim ramji,"['blackrock names', 'blackrock executive', 'ramji', 'salim ramji', 'salim', 'blackrock hires', 'names blackrock', 'ceo vanguard', 'board blackrock', 'board']","['Vanguard chooses former BlackRock executive Salim Ramji as CEO', 'UPDATE 4-Vanguard names former BlackRock executive Salim Ramji as new CEO', 'Vanguard names former BlackRock executive Salim Ramji as new CEO']"
335,39,335_conference webcast_webcast_webcast brookfield_results conference,"['conference webcast', 'webcast', 'webcast brookfield', 'results conference', 'conference', 'investors analysts', 'webcast investors', 'enercom', 'denver', 'management notice']","['Brookfield Business Partners L.P. 2017 Third Quarter Conference Call and Webcast for Investors and Analysts', 'Brookfield Business Partners L.P. 2017 First Quarter Conference Call and Webcast for Investors and Analysts', 'Brookfield Asset Management Notice of 2017 Year End Results Conference Call and Webcast']"
336,38,336_resources announce_quarter results_franklin resources_resources,"['resources announce', 'quarter results', 'franklin resources', 'resources', 'announce', 'announce quarter', 'franklin', 'year results', 'quarter fiscal', 'fiscal year']","['Franklin Resources, Inc. to Announce Fourth Quarter and Fiscal Year Results on November 1, 2021', 'Franklin Resources, Inc. to Announce Second Quarter Results on May 3, 2022', 'Franklin Resources, Inc. to Announce Second Quarter Results on May 4, 2021']"
337,38,337_end assets_month end_preliminary month_reports preliminary,"['end assets', 'month end', 'preliminary month', 'reports preliminary', 'preliminary', 'assets management', 'group reports', 'price group', '2021 rowe', 'assets']","['T. Rowe Price Group Reports Preliminary Month-end Assets Under Management For May 2021', 'T. ROWE PRICE GROUP REPORTS PRELIMINARY MONTH-END ASSETS UNDER MANAGEMENT FOR JUNE 2023', 'T. ROWE PRICE GROUP REPORTS PRELIMINARY MONTH-END ASSETS UNDER MANAGEMENT FOR JUNE 2024']"
338,38,338_gun_texas_muni_texas muni,"['gun', 'texas', 'muni', 'texas muni', 'gun law', 'muni deal', 'bond deal', 'gun policy', 'deal gun', 'texas ag']","[""Texas AG to halt most of __COMPANY__ 's municipal offerings on gun law row"", '__COMPANY__ , __COMPANY__ , __COMPANY__ See Texas Muni Business Halt After Gun Law', '__COMPANY__ Wins First Texas Muni-Bond Deal Since Gun Law Spat']"
339,38,339_rba_australia_rba rate_australian,"['rba', 'australia', 'rba rate', 'australian', 'australian unemployment', 'hikes australia', 'rate hikes', 'core inflation', 'rate', 'unemployment']","['Australia’s Accelerating Inflation Boosts RBA Rate-Hike Bets', 'Australia’s Job Gains Beat Expectations, Back RBA Rate View', 'Australia’s Job Gains Show Economy Absorbing RBA Rate Hikes']"
340,38,340_announces record_murban crude_murban_crude,"['announces record', 'murban crude', 'murban', 'crude', 'midland', 'midland wti', 'wti', 'gulf coast', 'wti american', 'american gulf']","['__TICKER__ Announces Second Expiry in __TICKER__ Midland WTI American Gulf Coast Futures With 2.5 million Barrels Going to Delivery in April', '__TICKER__ Announces First Expiry in __TICKER__ Midland WTI American Gulf Coast Futures With 1.4 Million Barrels Going to Delivery in March', '__TICKER__ Announces Record Trading Activity in Murban Crude as __TICKER__ Futures Abu Dhabi Marks Third Anniversary']"
341,38,341_host_results conference_host quarter_conference,"['host', 'results conference', 'host quarter', 'conference', 'utilities host', 'chesapeake utilities', 'chesapeake', 'utilities', 'management host', 'conference chesapeake']","['Chesapeake Utilities to Host its First Quarter 2023 Earnings Conference Call and Webcast on May 4, 2023', 'Brookfield Asset Management to Host Third Quarter 2022 Results Conference Call', 'Brookfield Asset Management Ltd. to Host First Quarter 2023 Results Conference Call']"
342,38,342_hits time_time high_stock hits_usd,"['hits time', 'time high', 'stock hits', 'usd', 'hits', 'time', 'usd nasdaq', 'usd stock', 'high', 'reaches time']","['__COMPANY__ stock hits all-time high at 145.17 USD', '__COMPANY__ stock hits all-time high of 114.3 USD', '__COMPANY__ stock hits all-time high at 145.48 USD']"
343,37,343_mortgage technology_encompass_mortgage_technology,"['mortgage technology', 'encompass', 'mortgage', 'technology', 'eclose', 'encompass platform', 'integration', 'servicing', 'lending platform', 'platform']","['__TICKER__ Mortgage Technology Announces Launch of Encompass® eClose Offering', 'First American Mortgage Solutions Announces First-of-its-Kind Title and Settlement Integration With __TICKER__ Mortgage Technology’s New Encompass Platform', 'Gridavate Announces Integration With Encompass® by __TICKER__ Mortgage Technology']"
344,37,344_copper_ore_iron ore_iron,"['copper', 'ore', 'iron ore', 'iron', 'tariffs', 'metal', 'prices', 'base metal', 'squeeze', 'metal prices']","['US Copper Prices Surge to Record as Trump Calls for 50% Tariff', 'Iron Ore Spikes After Top Chinese Cities Ease Home-Buying Curbs', 'Iron Ore Leads Metals Higher on Hopes for More China Stimulus']"
345,37,345_incredibly cheap_moat stock_undervalued wide_incredibly,"['incredibly cheap', 'moat stock', 'undervalued wide', 'incredibly', 'wide moat', 'cheap dividend', 'moat', 'according analysts', 'wide', 'stock buy']","['Caterpillar Inc. (CAT): An Undervalued Wide Moat Stock to Buy According to Analysts', 'Alphabet Inc. (GOOGL): An Undervalued Wide Moat Stock to Buy According to Analysts', 'Merck &amp; Co. (MRK): An Undervalued Wide Moat Stock to Buy According to Analysts']"
346,37,346_best value_value stocks_best momentum_momentum stock,"['best value', 'value stocks', 'best momentum', 'momentum stock', 'value', 'best', 'buy january', 'buy april', '2nd best', 'momentum']","['Best Value Stocks to Buy for May 2nd', 'Best Value Stocks to Buy for January 17th', 'Best Value Stocks to Buy for April 4th']"
347,37,347_earnings q1_corp earnings_group earnings_earnings q4,"['earnings q1', 'corp earnings', 'group earnings', 'earnings q4', 'earnings q3', 'earnings q2', 'q4 2024', '2024 corp', 'bdc earnings', '2023 corp']","['Q4 2023 __COMPANY__ Corp Earnings Call', 'Q4 2024 __TICKER__ Group Inc Earnings Call', 'Q4 2024 __COMPANY__ Corp Earnings Call']"
348,37,348_private equity_equity_private_equity firms,"['private equity', 'equity', 'private', 'equity firms', 'know private', 'valuations stay', 'stakes discount', 'low private', 'equity 401', 'stay low']","[""Private Equity Firms Are Flocking To Vodafone's Tower Unit, Valued In The Billions"", 'What private equity firms may do with their capital', 'Private equity groups sell stakes at discount on expectations valuations will stay low']"
349,37,349_past years_years investors_past_seen,"['past years', 'years investors', 'past', 'seen', 'years', 'risen faster', 'faster earnings', 'years total', 'investors risen', 'risen']","['The total return for Blackstone ( __TICKER__ ) investors has risen faster than earnings growth over the last five years', 'The total return for __COMPANY__ ( __TICKER__ ) investors has risen faster than earnings growth over the last five years', 'The total return for __COMPANY__ Group ( __TICKER__ ) investors has risen faster than earnings growth over the last three years']"
350,37,350_golf_lpga_training ground_global sports,"['golf', 'lpga', 'training ground', 'global sports', 'sponsor', 'americas open', 'sports amp', 'amp entertainment', 'americas', 'olympic']","['__COMPANY__ Americas Announces Five-Year Renewal Agreement With the LPGA Tour as Title Sponsor of the __COMPANY__ Americas Open, Reinforcing Its Commitment to Women’s Sports', '__COMPANY__ Community Junior Golf partners with publicly accessible golf courses to build greater diversity and inclusivity in the sport', 'Team __COMPANY__ welcomes newest Ambassador Harold Varner III and partners with Golf Canada to create the __COMPANY__ Community Junior Golf Program']"
351,36,351_financial advisors_advisors named_advisors_advisors list,"['financial advisors', 'advisors named', 'advisors', 'advisors list', 'ameriprise financial', 'named', 'list', 'ameriprise', 'named forbes', 'forbes']","['Seven Ameriprise Financial Advisors Named to Barron’s ""Top 100 Women Financial Advisors"" List', 'Eight Ameriprise Financial Advisors Named to Barron’s ""Top 100 Women Financial Advisors"" List', 'Eight Ameriprise Financial Advisors Named to the Barron’s Top 100 Women Financial Advisors List']"
352,36,352_publishes_annual report_annual_completed,"['publishes', 'annual report', 'annual', 'completed', 'completed publishes', 'process completed', 'publishes agenda', 'srep process', 'preliminary results', 'srep']","['__TICKER__ publishes 2023 Annual Report and Sustainability Report', '__TICKER__ publishes 2024 Annual Report', '__TICKER__ publishes 2024 Annual Report on Form 20-F']"
353,36,353_blackrock canada_canada announces_ishares_canada,"['blackrock canada', 'canada announces', 'ishares', 'canada', 'index etf', 'certain ishares', 'coreportfoliotm', 'coreportfoliotm index', 'ishares balanced', 'certain']","['BlackRock® Canada Announces Adjournment of Special Meetings of the Unitholders of the iShares Balanced Income CorePortfolioTM Index ETF and iShares Balanced Growth CorePortfolioTM Index ETF', 'BlackRock® Canada Announces Unitholder Votes in Favour of Change to Investment Objective of the iShares Balanced Income CorePortfolioTM Index ETF and iShares Balanced Growth CorePortfolioTM Index ETF', 'BlackRock® Canada Announces Unitholder Meetings of the iShares Balanced Income CorePortfolioTM Index ETF and iShares Balanced Growth CorePortfolioTM Index ETF']"
354,36,354_markets declares_declares_dividend cboe_global markets,"['markets declares', 'declares', 'dividend cboe', 'global markets', 'cboe global', 'increased quarter', 'common dividend', 'declares increased', 'dividend rowe', 'announces quarterly']","['Cboe Global Markets Declares Increased Third-Quarter 2022 Dividend', 'Cboe Global Markets Declares Increased Third-Quarter 2021 Dividend', 'Cboe Global Markets Declares Increased Third-Quarter 2025 Dividend']"
355,36,355_ago_years ago_invested_invested years,"['ago', 'years ago', 'invested', 'invested years', 'years', 'invested intercontinental', 'exchange years', 'invested group', 'group years', 'year ago']","['Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 29%', 'Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 25%', 'Those who invested in __COMPANY__ ( __TICKER__ ) five years ago are up 36%']"
356,36,356_shares brookfield_series_dividend rate_rate series,"['shares brookfield', 'series', 'dividend rate', 'rate series', 'preference shares', 'preference', 'announces reset', 'reset dividend', 'brookfield announces', 'series 25']","['Brookfield Announces Reset Dividend Rate on Its Series 25 Preference Shares', 'Brookfield Announces Reset Dividend Rate on Its series 25 Preference Shares', 'Brookfield Announces Reset Dividend Rate on its Series 25 Preference Shares']"
357,36,357_coinbase_coinbase stock_crypto_coinbase shares,"['coinbase', 'coinbase stock', 'crypto', 'coinbase shares', 'blackrock coinbase', 'crypto exchange', 'partnership blackrock', 'cruel', 'slump coinbase', 'cruel quarter']","['Coinbase Stock Has Soared Since BlackRock’s Bitcoin ETF Move. Why It May Not Last.', 'Coinbase Stock Soars as the Exchange Forms Crypto Partnership With BlackRock', 'Coinbase Stock Soars as Crypto Exchange Forms Partnership With BlackRock']"
358,36,358_expected decline_decline earnings_earnings expected_earnings preview,"['expected decline', 'decline earnings', 'earnings expected', 'earnings preview', 'preview', 'decline', 'expected', 'preview corporation', 'preview blackrock', 'earnings']","['Earnings Preview: __COMPANY__ Corporation __TICKER__ Q4 Earnings Expected to Decline', 'Earnings Preview: The __COMPANY__ Corporation __TICKER__ Q3 Earnings Expected to Decline', 'Earnings Preview: __COMPANY__ Corporation __TICKER__ Q3 Earnings Expected to Decline']"
359,36,359_narrative_redefine_shift_reshape,"['narrative', 'redefine', 'shift', 'reshape', 'goldman expansion', 'shift growth', 'narrative brookfield', 'expansion private', 'reveal shift', 'competitive']","['Will Alaska Airlines’ New Premium Card Partnership Reveal a Shift in __TICKER__ ’s Digital Engagement Strategy?', ""Will a $5 Billion AI Power Deal Redefine Brookfield Asset Management's ( __TICKER__ ) Investment Narrative?"", ""Will __COMPANY__ ' New Coverage Reinforce or Rethink CAVA (CAVA)'s Competitive Advantage Story?""]"
360,36,360_2008_2008 stock_highest 2008_stock price,"['2008', '2008 stock', 'highest 2008', 'stock price', 'shares rise', 'option traders', 'year high', 'shares', 'lifting', 'highest']","['__TICKER__ (SWX:UBSG) Margin Rebound Reinforces Bullish Narrative Despite $4.2 Billion One-Off Loss', 'Diagonal Spread Costs Only $30, Works Great If __TICKER__ Stock Holds In Range', 'Tesla at $410: __TICKER__ says Grok, Elon’s recruiter power and product upgrades matter']"
361,36,361_comments euro_comments_euro_poland zloty,"['comments euro', 'comments', 'euro', 'poland zloty', 'koruna', 'czech republic', 'republic koruna', 'zloty', 'czech', 'poland']","[""__TICKER__ Comments on Euro, Sterling Poland's Zloty, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling, Poland's Zloty, Hungary's Forint, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling, Hungary's Forint, Poland's Zloty, Czech Republic's Koruna""]"
362,36,362_bank plc_plc announces_cash tender_tender,"['bank plc', 'plc announces', 'cash tender', 'tender', 'consent', 'offers consent', 'consent solicitations', 'solicitations', 'plc', 'tender offers']","['__COMPANY__ Bank PLC Updates Announcement of 5 Cash Tender Offers and Consent Solicitations', '__COMPANY__ Bank PLC Updates Announcement of 4 Cash Tender Offers and Consent Solicitations', '__COMPANY__ Bank PLC Announces Results of 2 Cash Tender Offers and Consent Solicitations']"
